12744	12757	function	pub	characterRigGizmoBegin
12759	12780	function	pub	characterRigGizmoDrag
12782	12784	function	pub	characterRigGizmoCancel
12786	12808	function	pub	characterRigGizmoEnd
12810	12856	function	-	characterRigDrawSkeleton
12858	12886	function	-	characterRigDrawHoveredName
12888	12924	function	-	characterRigDrawGizmo
12926	12947	function	-	drawCharacterRigOverlay
12949	12980	function	-	characterRigBoneHitInSkeleton
12982	13005	function	-	characterRigJointHoverInSkeleton
13007	13034	function	-	characterRigHoveredJointAt
13036	13038	function	-	characterRigUpdateHoveredJoint
13040	13048	function	pub	characterRigPickBone
13053	13067	function	pub	characterRigPickLogicalVertex
13072	13079	function	pub	meshEditOutOfScopePartAt
13080	13082	function	pub	meshEditClear
13085	13088	function	pub	meshEditSelectAll
13090	13090	variable	-	g_mq_active
13091	13091	variable	-	g_mq
13092	13095	function	pub	meshSetMarquee
13096	13098	function	pub	meshClearMarquee
13103	13103	constant	-	OV_ORANGE
13104	13104	constant	-	OV_HALO
13105	13105	constant	-	OV_MARQUEE
13114	13114	constant	-	GIZMO_X
13115	13115	constant	-	GIZMO_Y
13116	13116	constant	-	GIZMO_Z
13117	13117	constant	-	GIZMO_ACTIVE
13118	13118	constant	-	GIZMO_HUB_RIM
13119	13119	constant	-	GIZMO_HUB_FILL
13120	13120	constant	-	GIZMO_DARK
13121	13121	constant	-	GIZMO_ARM_PX
13122	13122	constant	-	GIZMO_HEAD_PX
13123	13123	constant	-	GIZMO_CENTER_PX
13124	13124	constant	-	GIZMO_SHAFT_W
13125	13125	constant	-	GIZMO_UNIFORM_CODE
13127	13127	constant	-	GIZMO_NEG_BASE
13128	13128	constant	-	GIZMO_STEP_UNIFORM
13129	13129	constant	-	GIZMO_STEP_UNIFORM_FINE
13130	13130	constant	-	GIZMO_HIT_PX
13131	13131	constant	-	OV_MAX_VERT_DOTS
13133	13133	constant	-	OV_EDGE
13134	13134	constant	-	OV_WIRE
13137	13137	constant	-	OV_MAX_EDGE_LINES
13143	13143	constant	-	OV_FACE_TINT
13144	13144	constant	-	OV_FACE_TINT_SEL
13148	13148	constant	-	OV_FACE_TINT_GLASS
13149	13149	constant	-	OV_FACE_DOT
13150	13150	constant	-	OV_FACE_DOT_GLASS
13151	13151	constant	-	OV_FACE_DOT_PX
13152	13152	constant	-	OV_FACE_DOT_GLASS_PX
13153	13153	constant	-	OV_FACE_DOT_GLASS_SEL_PX
13154	13154	constant	-	OV_FACE_DOT_SEL_PX
13155	13155	constant	-	OV_MAX_FACE_TINT
13156	13156	constant	-	OV_FACE_CORNER_ID_PX
13157	13157	constant	-	OV_MAX_FACE_CORNER_ID_TRIS
13158	13158	constant	-	OV_FACE_CORNER_HUE_STEP_DEGREES
13159	13159	constant	-	OV_FACE_CORNER_CHROMA_BYTE
13160	13160	constant	-	OV_FACE_CORNER_VALUE_BYTE
13162	13162	constant	-	OV_LC_ACCENT
13163	13163	constant	-	OV_LC_HANDLE_PX
13169	13169	constant	-	STAGE_TILE_M
13170	13170	constant	-	STAGE_TILES
13171	13171	constant	-	STAGE_FINE_DIV
13172	13172	constant	-	STAGE_AXIS_M
13173	13173	constant	-	STAGE_PANEL
13174	13174	constant	-	STAGE_PANEL_CENTER
13175	13175	constant	-	STAGE_LINE
13176	13176	constant	-	STAGE_FINE_LINE
13177	13177	constant	-	STAGE_AXIS_ALPHA
13181	13218	constant	-	STAGE_SCALE_CUE
